name,email,role,job_level,Manager,Start_date,nationality,residence,Gender,business_group,staff_id,username,position,position_level,styles,industries,software,citizenship,date_of_mobility,previous_role,previous_manager,previous_job_level,previous_functional_group
Laurel Shepherd,laurel.shepherd@domain.com,Conceptual Art Director,3a,Annika Alvarez,02-11-21,South Africa,South Africa,Female,Business Function,10289,laurel.shepherd,CORE,2,[Original],"[Lifestyle, Marketing]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",South Africa,18-06-24,Conceptual Art Director,Annika Alvarez,3a,Business Function
Ronald Lang,ronald.lang@domain.com,Creative,3a,Juniper Phelps,02-05-22,Albania,Italy,Female,Creative,10290,ronald.lang,SPECIALIST,2,[],[Branding],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Albania,01-02-23,Creative,Juniper Phelps,4,Creative
Ronald Lang,ronald.lang@domain.com,Creative,3a,Juniper Phelps,02-05-22,Albania,Italy,Female,Creative,10290,ronald.lang,SPECIALIST,2,[],[Branding],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Albania,05-06-23,Creative,Juniper Phelps,4,Creative
Ronald Lang,ronald.lang@domain.com,Creative,3a,Juniper Phelps,02-05-22,Albania,Italy,Female,Creative,10290,ronald.lang,SPECIALIST,2,[],[Branding],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Albania,24-09-23,Creative,Juniper Phelps,4,Creative
Ronald Lang,ronald.lang@domain.com,Creative,3a,Juniper Phelps,02-05-22,Albania,Italy,Female,Creative,10290,ronald.lang,SPECIALIST,2,[],[Branding],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Albania,25-09-23,Creative,Juniper Phelps,2b,Creative
Amirah Casey,amirah.casey@domain.com,Creative Project Manager,1a,Emmitt McDowell,07-08-23,Brazil,Brazil,Male,CPM,10291,amirah.casey,CORE,1,[],,[Other],Brazil,24-09-23,Creative Project Manager,Emmitt McDowell,1,CPM
Armando Hawkins,armando.hawkins@domain.com,Producer,3a,Darwin Nava,08-01-24,Spain,Spain,Male,Business Function,10292,armando.hawkins,CORE,1,"[Minimalistic, Corporate, Modern]",[Film],"[Illustrator, Photoshop]",Spain,27-03-24,Producer,Darwin Nava,3a,Business Function
Ariel Lam,ariel.lam@domain.com,Creative Team Lead,4a Manager,Gideon Murphy,06-05-24,Mexico,Mexico,Male,Business Function,10293,ariel.lam,,,[Corporate],[Film],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Mexico,04-06-24,Creative Team Lead,Gideon Murphy,4a Manager,Business Function
Bodie Anthony,bodie.anthony@domain.com,Creative Project Manager,2a,Reed Hill,02-08-21,Colombia,Colombia,Male,CPM,10294,bodie.anthony,CORE,5,[Corporate],[Branding],[],Colombia,17-03-23,Creative Project Manager,Reed Hill,1,CPM
Bodie Anthony,bodie.anthony@domain.com,Creative Project Manager,2a,Reed Hill,02-08-21,Colombia,Colombia,Male,CPM,10294,bodie.anthony,CORE,5,[Corporate],[Branding],[],Colombia,22-03-23,Creative Project Manager,Reed Hill,1,CPM
Bodie Anthony,bodie.anthony@domain.com,Creative Project Manager,2a,Reed Hill,02-08-21,Colombia,Colombia,Male,CPM,10294,bodie.anthony,CORE,5,[Corporate],[Branding],[],Colombia,24-09-23,Creative Project Manager,Reed Hill,2,CPM
Macy Rich,macy.rich@domain.com,Creative Project Manager,3b,Maeve Allison,09-11-20,Brazil,Brazil,Male,CPM,10295,macy.rich,PROJECTMANAGER,1,[],[Other],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Brazil,28-09-21,Creative Project Manager,,1,CPM
Macy Rich,macy.rich@domain.com,Creative Project Manager,3b,Maeve Allison,09-11-20,Brazil,Brazil,Male,CPM,10295,macy.rich,PROJECTMANAGER,1,[],[Other],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Brazil,08-03-22,Creative Project Manager,,2,CPM
Macy Rich,macy.rich@domain.com,Creative Project Manager,3b,Maeve Allison,09-11-20,Brazil,Brazil,Male,CPM,10295,macy.rich,PROJECTMANAGER,1,[],[Other],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Brazil,02-01-23,Creative Project Manager,,3,CPM
Macy Rich,macy.rich@domain.com,Creative Project Manager,3b,Maeve Allison,09-11-20,Brazil,Brazil,Male,CPM,10295,macy.rich,PROJECTMANAGER,1,[],[Other],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Brazil,17-03-23,Creative Project Manager,Maeve Allison,3,CPM
Macy Rich,macy.rich@domain.com,Creative Project Manager,3b,Maeve Allison,09-11-20,Brazil,Brazil,Male,CPM,10295,macy.rich,PROJECTMANAGER,1,[],[Other],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Brazil,05-06-23,Creative Project Manager,Maeve Allison,3,CPM
Macy Rich,macy.rich@domain.com,Creative Project Manager,3b,Maeve Allison,09-11-20,Brazil,Brazil,Male,CPM,10295,macy.rich,PROJECTMANAGER,1,[],[Other],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Brazil,24-09-23,Creative Project Manager,Maeve Allison,3,CPM
Macy Rich,macy.rich@domain.com,Creative Project Manager,3b,Maeve Allison,09-11-20,Brazil,Brazil,Male,CPM,10295,macy.rich,PROJECTMANAGER,1,[],[Other],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Brazil,04-06-24,Creative Project Manager,Maeve Allison,3a,CPM
Miller Garrett,miller.garrett@domain.com,COO,8,Ian Chapman,06-04-16,Norway,Norway,Male,Business Function,10296,miller.garrett,,,,[Film],[PowerPoint],Norway,24-09-23,COO,Ian Chapman,,Business Function
Miller Garrett,miller.garrett@domain.com,COO,8,Ian Chapman,06-04-16,Norway,Norway,Male,Business Function,10296,miller.garrett,,,,[Film],[PowerPoint],Norway,13-10-23,COO,Ian Chapman,8,Business Function
Tessa Dixon,tessa.dixon@domain.com,Creative Project Manager,1b,Dayton Howard,16-05-22,Lebanon,Lebanon,Female,CPM,10297,tessa.dixon,ADMIN,3,[Other],[Film],[],Lebanon,25-11-22,Creative Project Manager,Maia Novak,1,CPM
Tessa Dixon,tessa.dixon@domain.com,Creative Project Manager,1b,Dayton Howard,16-05-22,Lebanon,Lebanon,Female,CPM,10297,tessa.dixon,ADMIN,3,[Other],[Film],[],Lebanon,17-03-23,Creative Project Manager,Maia Novak,1,CPM
Tessa Dixon,tessa.dixon@domain.com,Creative Project Manager,1b,Dayton Howard,16-05-22,Lebanon,Lebanon,Female,CPM,10297,tessa.dixon,ADMIN,3,[Other],[Film],[],Lebanon,24-09-23,Creative Project Manager,Maia Novak,1,CPM
Tessa Dixon,tessa.dixon@domain.com,Creative Project Manager,1b,Dayton Howard,16-05-22,Lebanon,Lebanon,Female,CPM,10297,tessa.dixon,ADMIN,3,[Other],[Film],[],Lebanon,28-05-24,Creative Project Manager,Maia Novak,1a,CPM
Tessa Dixon,tessa.dixon@domain.com,Creative Project Manager,1b,Dayton Howard,16-05-22,Lebanon,Lebanon,Female,CPM,10297,tessa.dixon,ADMIN,3,[Other],[Film],[],Lebanon,04-06-24,Creative Project Manager,Dayton Howard,1a,CPM
Camden McFarland,camden.mcfarland@domain.com,Social Media Content Creator,3b,Cannon Howell,23-10-23,Canada,Canada,Female,Business Function,10298,camden.mcfarland,ADMIN,5,[Other],"[Finance, Technology, Corporate]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Canada,22-12-23,Social Media Content Creator,,3b,Business Function
Annika Terry,annika.terry@domain.com,Creative,3a,Stella Valentine,06-09-21,Mexico,Mexico,Male,Creative,10299,annika.terry,PROJECTMANAGER,4,[],"[Lifestyle, Marketing]",[],Mexico,16-01-23,Creative,Livia Conley,5,Creative
Annika Terry,annika.terry@domain.com,Creative,3a,Stella Valentine,06-09-21,Mexico,Mexico,Male,Creative,10299,annika.terry,PROJECTMANAGER,4,[],"[Lifestyle, Marketing]",[],Mexico,01-02-23,Creative,Stella Valentine,5,Creative
Annika Terry,annika.terry@domain.com,Creative,3a,Stella Valentine,06-09-21,Mexico,Mexico,Male,Creative,10299,annika.terry,PROJECTMANAGER,4,[],"[Lifestyle, Marketing]",[],Mexico,05-06-23,Creative,Stella Valentine,5,Creative
Annika Terry,annika.terry@domain.com,Creative,3a,Stella Valentine,06-09-21,Mexico,Mexico,Male,Creative,10299,annika.terry,PROJECTMANAGER,4,[],"[Lifestyle, Marketing]",[],Mexico,24-09-23,Creative,Stella Valentine,5,Creative
Annika Terry,annika.terry@domain.com,Creative,3a,Stella Valentine,06-09-21,Mexico,Mexico,Male,Creative,10299,annika.terry,PROJECTMANAGER,4,[],"[Lifestyle, Marketing]",[],Mexico,27-03-24,Creative,Stella Valentine,3a,Creative
Annika Terry,annika.terry@domain.com,Creative,3a,Stella Valentine,06-09-21,Mexico,Mexico,Male,Creative,10299,annika.terry,PROJECTMANAGER,4,[],"[Lifestyle, Marketing]",[],Mexico,30-04-24,Creative,Stella Valentine,3a,Creative
Armani Walter,armani.walter@domain.com,Creative,3b,Malayah Morrow,28-02-17,Belgium,India,Male,Creative,10300,armani.walter,,,"[Minimalistic, Corporate, Modern]",[Branding],"[Illustrator, Photoshop]",Belgium,28-09-21,Senior Presentation & Graphic Designer,,4,Creative
Armani Walter,armani.walter@domain.com,Creative,3b,Malayah Morrow,28-02-17,Belgium,India,Male,Creative,10300,armani.walter,,,"[Minimalistic, Corporate, Modern]",[Branding],"[Illustrator, Photoshop]",Belgium,08-11-21,Senior Presentation & Graphic Designer,,5,Creative
Armani Walter,armani.walter@domain.com,Creative,3b,Malayah Morrow,28-02-17,Belgium,India,Male,Creative,10300,armani.walter,,,"[Minimalistic, Corporate, Modern]",[Branding],"[Illustrator, Photoshop]",Belgium,27-06-22,Senior Presentation & Graphic Designer,,5,Creative
Armani Walter,armani.walter@domain.com,Creative,3b,Malayah Morrow,28-02-17,Belgium,India,Male,Creative,10300,armani.walter,,,"[Minimalistic, Corporate, Modern]",[Branding],"[Illustrator, Photoshop]",Belgium,16-01-23,Creative,,5,Creative
Armani Walter,armani.walter@domain.com,Creative,3b,Malayah Morrow,28-02-17,Belgium,India,Male,Creative,10300,armani.walter,,,"[Minimalistic, Corporate, Modern]",[Branding],"[Illustrator, Photoshop]",Belgium,01-02-23,Creative,Malayah Morrow,5,Creative
Armani Walter,armani.walter@domain.com,Creative,3b,Malayah Morrow,28-02-17,Belgium,India,Male,Creative,10300,armani.walter,,,"[Minimalistic, Corporate, Modern]",[Branding],"[Illustrator, Photoshop]",Belgium,21-03-23,Creative,Malayah Morrow,5,Creative
Armani Walter,armani.walter@domain.com,Creative,3b,Malayah Morrow,28-02-17,Belgium,India,Male,Creative,10300,armani.walter,,,"[Minimalistic, Corporate, Modern]",[Branding],"[Illustrator, Photoshop]",Belgium,05-06-23,Creative,Malayah Morrow,6,Creative
Armani Walter,armani.walter@domain.com,Creative,3b,Malayah Morrow,28-02-17,Belgium,India,Male,Creative,10300,armani.walter,,,"[Minimalistic, Corporate, Modern]",[Branding],"[Illustrator, Photoshop]",Belgium,24-09-23,Creative,Malayah Morrow,6,Creative
Penny Dunn,penny.dunn@domain.com,People Architecture Manager,4a IC,Aurelia Conrad,06-03-23,United States of America (USA),Spain,Female,Business Function,10301,penny.dunn,SPECIALIST,1,[Original],"[Finance, Technology, Corporate]","[Illustrator, Photoshop]",United States of America (USA),11-05-23,Senior People Architecture Specialist,Aurelia Conrad,,Business Function
Penny Dunn,penny.dunn@domain.com,People Architecture Manager,4a IC,Aurelia Conrad,06-03-23,United States of America (USA),Spain,Female,Business Function,10301,penny.dunn,SPECIALIST,1,[Original],"[Finance, Technology, Corporate]","[Illustrator, Photoshop]",United States of America (USA),24-09-23,People Architecture Manager,Aurelia Conrad,,Business Function
Penny Dunn,penny.dunn@domain.com,People Architecture Manager,4a IC,Aurelia Conrad,06-03-23,United States of America (USA),Spain,Female,Business Function,10301,penny.dunn,SPECIALIST,1,[Original],"[Finance, Technology, Corporate]","[Illustrator, Photoshop]",United States of America (USA),03-11-23,People Architecture Partner,Aurelia Conrad,4a IC,Business Function
Dawson Horton,dawson.horton@domain.com,Creative,3b,Addison Hoffman,18-09-23,"Brazil, Portugal",Brazil,Female,Business Function,10302,dawson.horton,DESIGN_DIRECTOR,4,,"[Finance, Technology, Corporate]","[Illustrator, Photoshop]","Brazil, Portugal",24-09-23,Creative (Generative AI),Zoie Walker,3,Business Function
Dawson Horton,dawson.horton@domain.com,Creative,3b,Addison Hoffman,18-09-23,"Brazil, Portugal",Brazil,Female,Business Function,10302,dawson.horton,DESIGN_DIRECTOR,4,,"[Finance, Technology, Corporate]","[Illustrator, Photoshop]","Brazil, Portugal",08-04-24,Creative,Zoie Walker,3b,Business Function
Dawson Horton,dawson.horton@domain.com,Creative,3b,Addison Hoffman,18-09-23,"Brazil, Portugal",Brazil,Female,Business Function,10302,dawson.horton,DESIGN_DIRECTOR,4,,"[Finance, Technology, Corporate]","[Illustrator, Photoshop]","Brazil, Portugal",01-08-24,Creative,Zoie Walker,3b,Business Function
Dawson Horton,dawson.horton@domain.com,Creative,3b,Addison Hoffman,18-09-23,"Brazil, Portugal",Brazil,Female,Business Function,10302,dawson.horton,DESIGN_DIRECTOR,4,,"[Finance, Technology, Corporate]","[Illustrator, Photoshop]","Brazil, Portugal",08-08-24,Creative,Addison Hoffman,3b,Creative
Aitana Lee,aitana.lee@domain.com,"Creative Director, Communications",6a,Donald Buck,03-01-20,South Africa,South Africa,Female,Business Function,10303,aitana.lee,,,[],[Film],[Other],South Africa,01-02-23,"Creative Director, Communications",,10,Business Function
Aitana Lee,aitana.lee@domain.com,"Creative Director, Communications",6a,Donald Buck,03-01-20,South Africa,South Africa,Female,Business Function,10303,aitana.lee,,,[],[Film],[Other],South Africa,05-06-23,"Creative Director, Communications",,10,Business Function
Aitana Lee,aitana.lee@domain.com,"Creative Director, Communications",6a,Donald Buck,03-01-20,South Africa,South Africa,Female,Business Function,10303,aitana.lee,,,[],[Film],[Other],South Africa,06-06-23,"Creative Director, Communications",Donald Buck,10,Business Function
Aitana Lee,aitana.lee@domain.com,"Creative Director, Communications",6a,Donald Buck,03-01-20,South Africa,South Africa,Female,Business Function,10303,aitana.lee,,,[],[Film],[Other],South Africa,24-09-23,"Creative Director, Communications",Donald Buck,10,Business Function
Jack Leach,jack.leach@domain.com,Customer Success Manager,2b,Mira Gaines,09-01-23,Egypt,Egypt,Male,Business Function,10304,jack.leach,PROJECTMANAGER,4,[],,[Other],Egypt,31-03-23,Customer Success Manager,Kai Gates,2,Business Function
Jack Leach,jack.leach@domain.com,Customer Success Manager,2b,Mira Gaines,09-01-23,Egypt,Egypt,Male,Business Function,10304,jack.leach,PROJECTMANAGER,4,[],,[Other],Egypt,24-09-23,Customer Success Manager,Mira Gaines,2,Business Function
Jack Leach,jack.leach@domain.com,Customer Success Manager,2b,Mira Gaines,09-01-23,Egypt,Egypt,Male,Business Function,10304,jack.leach,PROJECTMANAGER,4,[],,[Other],Egypt,13-10-23,Customer Success Manager,Mira Gaines,2a,Business Function
Jack Leach,jack.leach@domain.com,Customer Success Manager,2b,Mira Gaines,09-01-23,Egypt,Egypt,Male,Business Function,10304,jack.leach,PROJECTMANAGER,4,[],,[Other],Egypt,03-06-24,Customer Success Manager,Mira Gaines,2a,Business Function
Martha Bryant,martha.bryant@domain.com,Creative,3b,Stefan Tyler,07-03-22,South Africa,South Africa,Female,Creative,10305,martha.bryant,CORE,1,[Other],,"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",South Africa,02-02-23,Creative,Stefan Tyler,5,Creative
Martha Bryant,martha.bryant@domain.com,Creative,3b,Stefan Tyler,07-03-22,South Africa,South Africa,Female,Creative,10305,martha.bryant,CORE,1,[Other],,"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",South Africa,02-05-23,Creative,Stefan Tyler,5,Creative
Martha Bryant,martha.bryant@domain.com,Creative,3b,Stefan Tyler,07-03-22,South Africa,South Africa,Female,Creative,10305,martha.bryant,CORE,1,[Other],,"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",South Africa,05-06-23,Creative,Stefan Tyler,5,Creative
Martha Bryant,martha.bryant@domain.com,Creative,3b,Stefan Tyler,07-03-22,South Africa,South Africa,Female,Creative,10305,martha.bryant,CORE,1,[Other],,"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",South Africa,24-09-23,Creative,Stefan Tyler,5,Creative
Martha Bryant,martha.bryant@domain.com,Creative,3b,Stefan Tyler,07-03-22,South Africa,South Africa,Female,Creative,10305,martha.bryant,CORE,1,[Other],,"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",South Africa,19-02-24,Creative,Stefan Tyler,3a,Creative
Martha Bryant,martha.bryant@domain.com,Creative,3b,Stefan Tyler,07-03-22,South Africa,South Africa,Female,Creative,10305,martha.bryant,CORE,1,[Other],,"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",South Africa,03-06-24,Creative,Stefan Tyler,3a,Creative
Jonah Novak,jonah.novak@domain.com,Group Product Manager,5a Manager,Gwendolyn Peck,25-07-22,South Africa,South Africa,Male,Business Function,10306,jonah.novak,SPECIALIST,1,[Other],"[Finance, Technology, Corporate]","[Illustrator, Photoshop]",South Africa,17-04-23,Innovation & Strategy Manager,Gwendolyn Peck,,Business Function
Jonah Novak,jonah.novak@domain.com,Group Product Manager,5a Manager,Gwendolyn Peck,25-07-22,South Africa,South Africa,Male,Business Function,10306,jonah.novak,SPECIALIST,1,[Other],"[Finance, Technology, Corporate]","[Illustrator, Photoshop]",South Africa,20-04-23,Innovation & Strategy Manager,Gwendolyn Peck,,Business Function
Jonah Novak,jonah.novak@domain.com,Group Product Manager,5a Manager,Gwendolyn Peck,25-07-22,South Africa,South Africa,Male,Business Function,10306,jonah.novak,SPECIALIST,1,[Other],"[Finance, Technology, Corporate]","[Illustrator, Photoshop]",South Africa,24-09-23,Product Manager,Gwendolyn Peck,,Business Function
Jonah Novak,jonah.novak@domain.com,Group Product Manager,5a Manager,Gwendolyn Peck,25-07-22,South Africa,South Africa,Male,Business Function,10306,jonah.novak,SPECIALIST,1,[Other],"[Finance, Technology, Corporate]","[Illustrator, Photoshop]",South Africa,25-09-23,Senior Product Manager,Gwendolyn Peck,4b IC,Business Function
Kaiya Becker,kaiya.becker@domain.com,Product Manager,4a IC,Jonah Novak,08-01-24,Portugal,Portugal,Male,Business Function,10307,kaiya.becker,PROJECTMANAGER,4,,"[Lifestyle, Marketing]",[],Portugal,,,,,
Lawson Morton,lawson.morton@domain.com,Creative,3a,Robin Bradshaw,06-09-21,Libya,Libya,Male,Creative,10308,lawson.morton,,,[Other],"[Finance, Technology, Corporate]",[PowerPoint],Libya,,,,,
Mallory Stephens,mallory.stephens@domain.com,Creative,3b,Nathanael Sherman,06-11-23,Brazil,Brazil,Female,Creative,10309,mallory.stephens,PROJECTMANAGER,2,[Corporate],[Branding],[Other],Brazil,23-02-24,Creative,Jaime Petersen,3b,Creative
Messiah Byrd,messiah.byrd@domain.com,Senior Lead Frontend Engineer,4b IC,Marvin Durham,26-04-21,Palestine,Spain,Male,Business Function,10310,messiah.byrd,CORE,4,"[Minimalistic, Corporate, Modern]",[Other],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Palestine,12-07-21,Frontend Developer,,,Business Function
Messiah Byrd,messiah.byrd@domain.com,Senior Lead Frontend Engineer,4b IC,Marvin Durham,26-04-21,Palestine,Spain,Male,Business Function,10310,messiah.byrd,CORE,4,"[Minimalistic, Corporate, Modern]",[Other],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Palestine,11-02-22,Frontend Developer,,3,Business Function
Messiah Byrd,messiah.byrd@domain.com,Senior Lead Frontend Engineer,4b IC,Marvin Durham,26-04-21,Palestine,Spain,Male,Business Function,10310,messiah.byrd,CORE,4,"[Minimalistic, Corporate, Modern]",[Other],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Palestine,01-09-22,Frontend Developer,Miracle Long,3,Business Function
Messiah Byrd,messiah.byrd@domain.com,Senior Lead Frontend Engineer,4b IC,Marvin Durham,26-04-21,Palestine,Spain,Male,Business Function,10310,messiah.byrd,CORE,4,"[Minimalistic, Corporate, Modern]",[Other],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Palestine,13-09-22,Frontend Engineer,Luciana Espinoza,4,Business Function
Messiah Byrd,messiah.byrd@domain.com,Senior Lead Frontend Engineer,4b IC,Marvin Durham,26-04-21,Palestine,Spain,Male,Business Function,10310,messiah.byrd,CORE,4,"[Minimalistic, Corporate, Modern]",[Other],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Palestine,10-05-23,#REF!,,4,Business Function
Messiah Byrd,messiah.byrd@domain.com,Senior Lead Frontend Engineer,4b IC,Marvin Durham,26-04-21,Palestine,Spain,Male,Business Function,10310,messiah.byrd,CORE,4,"[Minimalistic, Corporate, Modern]",[Other],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Palestine,24-09-23,Lead Software Engineer,Luciana Espinoza,4,Business Function
Messiah Byrd,messiah.byrd@domain.com,Senior Lead Frontend Engineer,4b IC,Marvin Durham,26-04-21,Palestine,Spain,Male,Business Function,10310,messiah.byrd,CORE,4,"[Minimalistic, Corporate, Modern]",[Other],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Palestine,25-09-23,Lead Software Engineer,Luciana Espinoza,4a IC,Business Function
Messiah Byrd,messiah.byrd@domain.com,Senior Lead Frontend Engineer,4b IC,Marvin Durham,26-04-21,Palestine,Spain,Male,Business Function,10310,messiah.byrd,CORE,4,"[Minimalistic, Corporate, Modern]",[Other],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Palestine,01-07-24,Senior Lead Frontend Engineer,Luciana Espinoza,4b IC,Business Function
Giselle Crosby,giselle.crosby@domain.com,Senior Engineer (React/ Frontent),3a,Elaina Mack,06-03-23,Brazil,Brazil,Male,Business Function,10311,giselle.crosby,,,,[Branding],[PowerPoint],Brazil,24-09-23,Software Engineer (React/Frontend),,2,Business Function
Giselle Crosby,giselle.crosby@domain.com,Senior Engineer (React/ Frontent),3a,Elaina Mack,06-03-23,Brazil,Brazil,Male,Business Function,10311,giselle.crosby,,,,[Branding],[PowerPoint],Brazil,02-10-23,Software Engineer (React/Frontend),,2b,Business Function
Giselle Crosby,giselle.crosby@domain.com,Senior Engineer (React/ Frontent),3a,Elaina Mack,06-03-23,Brazil,Brazil,Male,Business Function,10311,giselle.crosby,,,,[Branding],[PowerPoint],Brazil,03-06-24,Software Engineer (React/Frontend),,2b,Business Function
Giselle Crosby,giselle.crosby@domain.com,Senior Engineer (React/ Frontent),3a,Elaina Mack,06-03-23,Brazil,Brazil,Male,Business Function,10311,giselle.crosby,,,,[Branding],[PowerPoint],Brazil,07-08-24,Senior Engineer (React/ Frontent),,3a,Business Function
Tristen Waller,tristen.waller@domain.com,Growth Marketing Specialist,3b,Leighton May,04-07-22,"Argentina, Italy",Argentina,Male,Business Function,10312,tristen.waller,PROJECTMANAGER,2,[Corporate],"[Lifestyle, Marketing]","[Illustrator, Photoshop]","Argentina, Italy",07-12-22,Growth Marketing Specialist,Leighton May,,Business Function
Tristen Waller,tristen.waller@domain.com,Growth Marketing Specialist,3b,Leighton May,04-07-22,"Argentina, Italy",Argentina,Male,Business Function,10312,tristen.waller,PROJECTMANAGER,2,[Corporate],"[Lifestyle, Marketing]","[Illustrator, Photoshop]","Argentina, Italy",24-09-23,Growth Marketing Specialist,Leighton May,,Business Function
Whitley Owen,whitley.owen@domain.com,Creative,3b,Jaime Higgins,09-05-18,Ukraine,Ukraine,Male,Creative,10313,whitley.owen,,,[],"[Lifestyle, Marketing]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Ukraine,28-09-21,Senior Designer,,5,Creative
Whitley Owen,whitley.owen@domain.com,Creative,3b,Jaime Higgins,09-05-18,Ukraine,Ukraine,Male,Creative,10313,whitley.owen,,,[],"[Lifestyle, Marketing]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Ukraine,27-06-22,Senior Designer,,6,Creative
Whitley Owen,whitley.owen@domain.com,Creative,3b,Jaime Higgins,09-05-18,Ukraine,Ukraine,Male,Creative,10313,whitley.owen,,,[],"[Lifestyle, Marketing]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Ukraine,04-07-22,Senior Designer,,6,Creative
Whitley Owen,whitley.owen@domain.com,Creative,3b,Jaime Higgins,09-05-18,Ukraine,Ukraine,Male,Creative,10313,whitley.owen,,,[],"[Lifestyle, Marketing]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Ukraine,01-02-23,Creative,Melany Blair,6,Creative
Whitley Owen,whitley.owen@domain.com,Creative,3b,Jaime Higgins,09-05-18,Ukraine,Ukraine,Male,Creative,10313,whitley.owen,,,[],"[Lifestyle, Marketing]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Ukraine,05-06-23,Creative,Melany Blair,6,Creative
Whitley Owen,whitley.owen@domain.com,Creative,3b,Jaime Higgins,09-05-18,Ukraine,Ukraine,Male,Creative,10313,whitley.owen,,,[],"[Lifestyle, Marketing]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Ukraine,24-09-23,Creative,Melany Blair,6,Creative
Whitley Owen,whitley.owen@domain.com,Creative,3b,Jaime Higgins,09-05-18,Ukraine,Ukraine,Male,Creative,10313,whitley.owen,,,[],"[Lifestyle, Marketing]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Ukraine,07-12-23,Creative,Melany Blair,3b,Creative
Cannon Elliott,cannon.elliott@domain.com,Creative Project Manager,3a,Noah Figueroa,02-08-21,Greece,Greece,Female,CPM,10314,cannon.elliott,SPECIALIST,2,[Original],"[Finance, Technology, Corporate]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Greece,01-05-22,Creative Project Manager,Noah Figueroa,1,CPM
Cannon Elliott,cannon.elliott@domain.com,Creative Project Manager,3a,Noah Figueroa,02-08-21,Greece,Greece,Female,CPM,10314,cannon.elliott,SPECIALIST,2,[Original],"[Finance, Technology, Corporate]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Greece,17-03-23,Creative Project Manager,Noah Figueroa,2,CPM
Cannon Elliott,cannon.elliott@domain.com,Creative Project Manager,3a,Noah Figueroa,02-08-21,Greece,Greece,Female,CPM,10314,cannon.elliott,SPECIALIST,2,[Original],"[Finance, Technology, Corporate]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Greece,05-06-23,Creative Project Manager,Noah Figueroa,2,CPM
Cannon Elliott,cannon.elliott@domain.com,Creative Project Manager,3a,Noah Figueroa,02-08-21,Greece,Greece,Female,CPM,10314,cannon.elliott,SPECIALIST,2,[Original],"[Finance, Technology, Corporate]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Greece,24-09-23,Creative Project Manager,Noah Figueroa,2,CPM
Cannon Elliott,cannon.elliott@domain.com,Creative Project Manager,3a,Noah Figueroa,02-08-21,Greece,Greece,Female,CPM,10314,cannon.elliott,SPECIALIST,2,[Original],"[Finance, Technology, Corporate]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Greece,25-09-23,Creative Project Manager,Noah Figueroa,2b,CPM
Noelle Salas,noelle.salas@domain.com,Senior Lead Engineer,4b IC,Major Oâ€™Neal,02-11-21,Russian Federation,Thailand,Male,Business Function,10315,noelle.salas,PROJECTMANAGER,3,[],"[Finance, Technology, Corporate]",[],Russian Federation,01-09-22,Senior Software Engineer,Miracle Long,3,Business Function
